Restuarant,review,label
LYLGCIqNQQrpMwOxJ1hlrg,It was a huge burger. Definitely yummy; but dripping with oil and heavily seasoned. But you cant help but feel like your arteries are clogging up as you keep eating. The place was incredibly busy. It was too expensive for what it was offering. There was no seating; so we ended up taking our food to go and eating outside on a bench. and parking sucks.,0
LYLGCIqNQQrpMwOxJ1hlrg,Wow!  Let me start by saying I love a good juicy burger; it ranks as one of my favorite foods.  As simple as it sounds it is hard to find a great one so I usually make my own if the mood strikes.  After a disappointing experience at the new 5 Guys; I was a little hesitant to try Smashburger.   No worries; this burger is near perfect.  Full of flavor; great bun; nice toppings and you could tell the cook did not commit the cardinal sin of leaning on the burger during cooking and losing all the wonderful juice.  Fries were also good; thin and crispy.  Price was maybe just a tad high but you get what you pay for and I'll pay an extra dollar or two for the quality.  Only small complaint was it was just a little salty so if you don't like salt tell them to skip it.  Overall one of the best ever.,0
LYLGCIqNQQrpMwOxJ1hlrg,I like Smashburger burgers. They use good meat and ingredients - not at all like the typical fast food. They can get soggy pretty quick - which isn't necessarily a bad thing. They are on the pricey side. The burgers justify it. It's the sides that are overpriced. I attached a photo of my milkshake to go. It out barely filled half the cup. And it wasn't a large cup. Just count on lunch being $10-15.,0
LYLGCIqNQQrpMwOxJ1hlrg,Bleh.   I've tried this place twice now; once for a burger and once for the chicken. I'm not going to say that this place is outright terrible; because it's an edible burger; but aside from being new and still spotless; this place is inferior to it's nearest competitor (the Chuckbox) in almost every way: it costs quite a bit more; the burgers are good but nothing great; the chicken tasted quite good (but a tiny piece of meat on the bun for a $6 sandwich); the fries were garbage; there's no free parking; and it just has nothing special going for it.,0
LYLGCIqNQQrpMwOxJ1hlrg,"Being a self proclaimed burger junkie; I have to weigh in on where Smashburger fits into the valley burger scene.  First off; if your litmus test for a good burger is price; you probably shouldn't be rating burger joints.  Remember people; the only reason you expect to pay next to nothing for a burger is because McDowell's has trained you to believe that a great burger is cheap!  Good food costs so stick to the fast food chains if you are looking for a $3.99 value meal.  Now; for those of us serious about our burgers; Smashburger is definitely a place to put on your list of must visits.  I have only visited the University location so other SB's may have bigger dining areas; but the University location is sorely lacking in space.  Between the hassle of parking and finding a seat; you would be well advised to go before or after the ASU lunch hour.  That being said; the burgers are worth it.  Not sure if I buy into the whole \smashing the patty on the grill\"" makes a big difference; but I will say that one taste will tell you that the ingredients are fresh and the meat is real beef - not a frozen pre made patty.  There aren't many choices for toppings but the presence of a fried egg option and jalepeno's should keep most burger lovers happy.  The fries are ok and include Sweet Potato options but the burger is the star here.  The shakes are good too but this is clearly where the profit is being generated.  Service is good but they could use another register during lunch hour as the line extends outside of the restaurant during lunch.  Other than that minor hassle; there isn't any reason that you can't get your Smash on too!""",0
LYLGCIqNQQrpMwOxJ1hlrg,"Being a self proclaimed burger junkie; I have to weigh in on where Smashburger fits into the valley burger scene.  First off; if your litmus test for a good burger is price; you probably shouldn't be rating burger joints.  Remember people; the only reason you expect to pay next to nothing for a burger is because McDowell's has trained you to believe that a great burger is cheap!  Good food costs so stick to the fast food chains if you are looking for a $3.99 value meal.  Now; for those of us serious about our burgers; Smashburger is definitely a place to put on your list of must visits.  I have only visited the University location so other SB's may have bigger dining areas; but the University location is sorely lacking in space.  Between the hassle of parking and finding a seat; you would be well advised to go before or after the ASU lunch hour.  That being said; the burgers are worth it.  Not sure if I buy into the whole \smashing the patty on the grill\"" makes a big difference; but I will say that one taste will tell you that the ingredients are fresh and the meat is real beef - not a frozen pre made patty.  There aren't many choices for toppings but the presence of a fried egg option and jalepeno's should keep most burger lovers happy.  The fries are ok and include Sweet Potato options but the burger is the star here.  The shakes are good too but this is clearly where the profit is being generated.  Service is good but they could use another register during lunch hour as the line extends outside of the restaurant during lunch.  Other than that minor hassle; there isn't any reason that you can't get your Smash on too!""",0
LYLGCIqNQQrpMwOxJ1hlrg,"Being a self proclaimed burger junkie; I have to weigh in on where Smashburger fits into the valley burger scene.  First off; if your litmus test for a good burger is price; you probably shouldn't be rating burger joints.  Remember people; the only reason you expect to pay next to nothing for a burger is because McDowell's has trained you to believe that a great burger is cheap!  Good food costs so stick to the fast food chains if you are looking for a $3.99 value meal.  Now; for those of us serious about our burgers; Smashburger is definitely a place to put on your list of must visits.  I have only visited the University location so other SB's may have bigger dining areas; but the University location is sorely lacking in space.  Between the hassle of parking and finding a seat; you would be well advised to go before or after the ASU lunch hour.  That being said; the burgers are worth it.  Not sure if I buy into the whole \smashing the patty on the grill\"" makes a big difference; but I will say that one taste will tell you that the ingredients are fresh and the meat is real beef - not a frozen pre made patty.  There aren't many choices for toppings but the presence of a fried egg option and jalepeno's should keep most burger lovers happy.  The fries are ok and include Sweet Potato options but the burger is the star here.  The shakes are good too but this is clearly where the profit is being generated.  Service is good but they could use another register during lunch hour as the line extends outside of the restaurant during lunch.  Other than that minor hassle; there isn't any reason that you can't get your Smash on too!""",0
LYLGCIqNQQrpMwOxJ1hlrg,Been here twice now and i have to say this i a pretty good burger but the smashfries are the true star. The first time I went i got a made to order burger adding lettuce; tomato; grilled onion; cheddar; smash sauce; pickle and bacon on a 1/3 pound burger and traditional bun. This was a good juicy burger with the bacon being pretty tasty. It was also pretty filling for it's size.  The next time i got the arizona burger which is a 1/3 pound burger; peper jack cheese(?); chipotle mayo; guacamole; lettuce; onion; jalepeno; and some spicy bun the type escapes me. The flavors worked well together and i was impressed that while a spicy flavor came through so did each individual element. Even with the jalepenos there wasn't a really fire or burn to overpower the burger but a nice heat. It was a good specialty burger but i would prefer grilled onions on it.  The thing that will keep me coming back however is that smashfries which are great and the rosemary and garlic taste is just a perfect balance. No ketchup needed here the flavors are enough themselves. I have had the fries at 5 Guys; Delux; Joe's farm grill and these may be my favorite.  Also a nice touch with the close location to ASU is that they do except sun dollars. For a price that falls between McDonalds and more gourmet burger places this is a winner for flavor and value. With other choices like Chuckbox; 5 Guys; Whataburger; and 4 Peaks in the area this still is the best.,
LYLGCIqNQQrpMwOxJ1hlrg,I love; love; love this place. It's near campus; and I live close by so I do come here often. Manager is a great guy; greets everyone with a kind; professional word. Great for groups as well. Food is out of this world delicious! Smash fries are divine. However; err on the side of caution! Way greasy food; I mean- the grease drips off of the burgers and onto the paper. The shakes are fattening but that's the best kind; because they are delicious and made with real ice cream! I can not possibly recommend the milk shakes enough! They even have malts.  Some times this one is so crowded you wont get a seat; so please be prepared to face a completely loud and crowded restaurant. Also; depending on what you get; bit pricey; but you get what you pay for- high quality.,
LYLGCIqNQQrpMwOxJ1hlrg,Found a free SIDE coupon; so had to try this place. The Arizona burger was really delicious. It was $5.99. And my hubs had the Arizona grilled chicken burger.   The sweet potato fries were fabulous. They're made with rosemary; olive oil and garlic. If you dine in; they do bring your food to your table which is a nice treat.   While I enjoyed this place; I still think In N Out is the best burger place. (And it's must cheaper too.),
LYLGCIqNQQrpMwOxJ1hlrg,I tried Smashburger after hearing great things from a coworker.  The first thing I noticed when I walked in was the volume of ambient noise; It's very loud. The second was the prices on the menu.  I had a 1/3lb Spicy Baja burger; Smashfries; and a drink; coming to about $11.  The burger was very tasty; Not the best burger I've ever eaten; but rather enjoyable.  The fries didn't reach my expectations; they were very oily; and I ended up leaving half of them on the plate.  While the food was decent; it wasn't worth $10 to me.  I'll probably eat there again; but not soon or often.,
LYLGCIqNQQrpMwOxJ1hlrg,This is more of a quick post than a full review as I only spent a few minutes in this place. I was next door at port of subs and decided to try the smashfries that I had heard so much about. As I walked in I was greeted by a friendly college age employee who was more than happy to answer any questions I had. I placed my order and sat back in one of their booths near the door and waited for my fries to be ready.   This location is really small and can get crowed fast as they are super close to ASU. I gave this place three stars because the cook staff took a really long time to make my order; and the fries were kind of oily.  While a little pricey I have decided to give them another shot as I hear they make a great burger. The next time I think I will try their location in Phoenix where hopefully it will not be as crowed.,
ihMUU9D2mcgrp7fi8lmqJg,"Boo for Chick-fil-A closing the Ghettrocenter location; which was closer; but yea for this location for being so much closer than Arrowhead.  Come to think of it; this location was quicker and more efficient than Arrowhead; resulting in hotter; fresher food.  Yea for Deer Valley Chick-fil-A. My lunch hour drive thru order was ready before I was with the cash; meaning the chicken's precooked; but they still had to slap it together; since I got the lettuce and tomato.  All the food was fresh; nice generous portion of green leaf lettuce; good-as-can-be-expected tomato (2 slices); and the waffle fries were in the exact correct place on the delicate Greasy-Crispy Spectrum.  The two clerks I interacted with were friendly and it even seemed genuine.  Sure Chick-fil-A is not as cheap as other fast food choices; but it's so much better feeling the clear juice of a real chicken breast run down your hand than the mucky slippery oil from a chopped & formed chicken 'patty' that a lot of places have. (Exactly what part of the chicken is the 'patty'; anyway?)  Churchies own all their places; so they are oh so annoyingly closed on Sundays as a rule.  But the food is so good that any effort to protest them by not going the rest of the week would be short-lived.  Now if they ever started in-store proselytizing; that'd be a different story; but they've never done that; far as I can tell.  When I go in; I get the Ice Dream; exactly what part of the cow that is; I do not know; but it's sad to think they get those cows' hopes up by making them stooges for their \EAT MORE CHIKN\"" mock-protest marketing campaign; only to steal their dreams from them one way or another; and freeze them up for a tasty frozen dessert.  I picture a dark and gloomy torture room; probably the basement of one of their churches; where cows are strapped up and sucked of their dreams;  like the hapless folk from the Dark Crystal having their 'essence' drained by the Skeksies.  Or maybe that's how they get the fresh lemonade?""",
ihMUU9D2mcgrp7fi8lmqJg,We love the family friendly atmosphere of Chik Fil A. The customer service is always professional and the employees know how to greet and treat their customers. They offer quality food at a fair price.  We are happy to give them our business.,
ihMUU9D2mcgrp7fi8lmqJg,"Consistently great food; and great service.  I love their local promotions like the \1-2-3 that's enough for me\"" where you received a free 3 piece chicken strip. Great management.  Love the calendar coupons too.  Would recommend buying one each year.  Great savings for sure.  I love the new grilled chicken salad.  It's a little pricey; but tastes great and is fresh.""",
ihMUU9D2mcgrp7fi8lmqJg,I have been to at least 4 different Chick-fil-A's since i moved to Arizona and this location in Deer Valley is by far the best. First of all it is right across the street from where i work and they are always giving away free food...via your receipt or sending out discount coupons. They make the best chicken sandwich on earth...i am not kidding. It is the first real chicken breast sandwich i ever seen served at a fast food restaurant. It is a little more expensive than your average chicken sandwich but it is definitely worth it. It is not open on Sunday's because it is a Christian Franchise so they let their employee's have Sunday's off.   This particular location has great customer service...fast service...it is extremely clean and all the food is great no matter what you choose. The dessert is not half bad either...so if you ever want the best chicken sandwich you have ever had in your life please go to Chick-fil-A. Eat; Drink; and be Merry my friends!!!!,
ihMUU9D2mcgrp7fi8lmqJg,Love chickafila :) they're pretty pricey for fast food though,
ihMUU9D2mcgrp7fi8lmqJg,I really enjoy the food here. Probably one of the best layouts for a fast food but it feels more homey than any fast food. The service is very hands on; extremely well maintained facility; the best playroom ever and the food is great. If you watch your diet; the salads are great. I am willing to pay a higher price for food when the service and product is his good.,
XmDiFI8SuougNUi02ZCdwA,Spent $50 for a family of 4. In & Out is just as good and under half the price.,
XmDiFI8SuougNUi02ZCdwA,Don't get me wrong the bugers were great; perfectly cooked; Five Guys strawberry was good. But it wasn't mindblowing. Now I say the location in front of the flatiron building is more fun looking than being packed like sardines in a resturant. But it was still fun and the line was long but moved fast. Would recommend for a quick cheap bite. Fighting people for a seat will be neccasary; not impossiable.,
XmDiFI8SuougNUi02ZCdwA,The burgers are...well okay.  The best?  Naw.  The fries are good; but are way too greasy!  I'm sorry but if the grease has soaked through a brown paper bag; that's just nasty!    The soda machine is awesome though!  I like the fact that I can make a custom soda just for me!  Five Guys is way too too expensive in my opinion.  $20+ for 2 combos.  But you do get a lot of food.  Is it worth the price?  Not really.    I'll go down the road to Pete's for a Monster Everything Burger; Fries (with special sauce) ; and a 32oz drink.,
XmDiFI8SuougNUi02ZCdwA,The burgers are...well okay.  The best?  Naw.  The fries are good; but are way too greasy!  I'm sorry but if the grease has soaked through a brown paper bag; that's just nasty!    The soda machine is awesome though!  I like the fact that I can make a custom soda just for me!  Five Guys is way too too expensive in my opinion.  $20+ for 2 combos.  But you do get a lot of food.  Is it worth the price?  Not really.    I'll go down the road to Pete's for a Monster Everything Burger; Fries (with special sauce) ; and a 32oz drink.,
XmDiFI8SuougNUi02ZCdwA,Five Guys; like Smashburger; is based around a marketing plan that involves intentionally high prices and telling the customer they are receiving a higher quality product.  On one hand; the fries are great; even if they are your sodium intake for the month. The burgers; on the other hand; are so-so. Not bad; mind you; and they are definitely fresh and custom made. They're just not that great. They remind me of something I would pull off of the grill in the backyard.   For the money; I'll just go to In-And-Out; save a few bucks; and get a better burger. Still; if you've never been; you should check them out at least once if for no other reason than the fries and awesome soda machine.,
XmDiFI8SuougNUi02ZCdwA,I love me a good burger and 5 guys doesn't disappoint.  The burgers are ok for the price but the fries are a MUST order.  A regular order can feed 2-3 people because they don't skimp.  As a whole I would give this place 3 stars but they earned a 4th start for their online ordering system.  No waiting in line for this gal!,
XmDiFI8SuougNUi02ZCdwA,A good; consistent burger.  Their fries are great!  Kinda pricey...,
XmDiFI8SuougNUi02ZCdwA,Nearly 11 years ago or so; I was traveling through the midwest and there was a little hamburger joint in a run-down building that was near my hotel. Free peanuts and unlimited free toppings was unheard of back then and the burger and experience was memorable. A decade later; five guys just started popping up everywhere and it became famous; so I was back trying those burgers and fries again and hoping to recapture that grey day years ago in the midwest and have another great burger. I always like rooting for the little guy; but Five Guys is not little anymore; they have made it; so whether or not I root for them anymore doesn't matter a lick.    I ordered a Little Hamburger and fries and the meat is still fresh and the fries still have that skin on (although way oily) and the peanuts are still available. Stores all have that corporate look and feel; but these burgers are better than other fast food chains. It's not legendary; but not overpriced either at about 4 bucks for a 1/4 pound burger. Still; the best part of Five Guys is throwing your peanut shells anywhere and everywhere. Yep; it's the small things in life that make me happy.,
XmDiFI8SuougNUi02ZCdwA,"Most people love their hamburgers but I am a fan of their hot dogs!  Their regular burger is pretty tasty and is a double patty. Their small burger is one patty and definitely enough for me.  I love the fact that you can put all kinds of toppings for no extra charge. It really gives you an opportunity to experiment with different toppings every time you go.   However; the pricing is a little on the expensive side for being hamburgers and hotdogs. Not too expensive....just like 10.00-12.00 for a \combo\"" as they sell things separately.  Overall; once in a while I crave it and do end up coming back.""",
XmDiFI8SuougNUi02ZCdwA,"The Hype doesn't live up.   This is not the first Five Guys Ive enjoyed(there's one less than a mile from my house); but decided to review this one. I will start off by saying I enjoy 5 guys. I think they have a good tasting burger; fries; and hot dogs. I don't think they live up to the hype though...   I like that they give you the options of what you get on the burger in regards to condiments(onions; lettuce; jalapenos; etc)  (Which this isnt a new concept \having it your way\"" though)  Hotdogs cut down the middle to lay flat on a bun works well; but just doesnt seem the same (not sure why though)  My big complaint is the price. I think it is way too high for what it is. When a hamburger cost 5 plus bucks. Fries are close to $3. and the drinks are $2 Lunch gets expensive quick.   The other; when they wrap the burger or hot dog they seem to squish the burger and when you unwrap it; it looks like a linebacker wrapped the thing and its all squished together...   My search for a great fast cheap hamburger continues... but I will eat here again.""",
XmDiFI8SuougNUi02ZCdwA,"The Hype doesn't live up.   This is not the first Five Guys Ive enjoyed(there's one less than a mile from my house); but decided to review this one. I will start off by saying I enjoy 5 guys. I think they have a good tasting burger; fries; and hot dogs. I don't think they live up to the hype though...   I like that they give you the options of what you get on the burger in regards to condiments(onions; lettuce; jalapenos; etc)  (Which this isnt a new concept \having it your way\"" though)  Hotdogs cut down the middle to lay flat on a bun works well; but just doesnt seem the same (not sure why though)  My big complaint is the price. I think it is way too high for what it is. When a hamburger cost 5 plus bucks. Fries are close to $3. and the drinks are $2 Lunch gets expensive quick.   The other; when they wrap the burger or hot dog they seem to squish the burger and when you unwrap it; it looks like a linebacker wrapped the thing and its all squished together...   My search for a great fast cheap hamburger continues... but I will eat here again.""",
XmDiFI8SuougNUi02ZCdwA,"The Hype doesn't live up.   This is not the first Five Guys Ive enjoyed(there's one less than a mile from my house); but decided to review this one. I will start off by saying I enjoy 5 guys. I think they have a good tasting burger; fries; and hot dogs. I don't think they live up to the hype though...   I like that they give you the options of what you get on the burger in regards to condiments(onions; lettuce; jalapenos; etc)  (Which this isnt a new concept \having it your way\"" though)  Hotdogs cut down the middle to lay flat on a bun works well; but just doesnt seem the same (not sure why though)  My big complaint is the price. I think it is way too high for what it is. When a hamburger cost 5 plus bucks. Fries are close to $3. and the drinks are $2 Lunch gets expensive quick.   The other; when they wrap the burger or hot dog they seem to squish the burger and when you unwrap it; it looks like a linebacker wrapped the thing and its all squished together...   My search for a great fast cheap hamburger continues... but I will eat here again.""",
XmDiFI8SuougNUi02ZCdwA,"The Hype doesn't live up.   This is not the first Five Guys Ive enjoyed(there's one less than a mile from my house); but decided to review this one. I will start off by saying I enjoy 5 guys. I think they have a good tasting burger; fries; and hot dogs. I don't think they live up to the hype though...   I like that they give you the options of what you get on the burger in regards to condiments(onions; lettuce; jalapenos; etc)  (Which this isnt a new concept \having it your way\"" though)  Hotdogs cut down the middle to lay flat on a bun works well; but just doesnt seem the same (not sure why though)  My big complaint is the price. I think it is way too high for what it is. When a hamburger cost 5 plus bucks. Fries are close to $3. and the drinks are $2 Lunch gets expensive quick.   The other; when they wrap the burger or hot dog they seem to squish the burger and when you unwrap it; it looks like a linebacker wrapped the thing and its all squished together...   My search for a great fast cheap hamburger continues... but I will eat here again.""",
XmDiFI8SuougNUi02ZCdwA,"Simply awful.  We had heard a few people rave about this place; and now I wonder if they were dropped as a baby or how they got this brain damage.  The \cheese\"" is this awful petroleum grease product with yellow color.  That was the worst of it; but nothing was good at all.  And crazy price to boot.""",
XmDiFI8SuougNUi02ZCdwA,"This is an unfair review based on pricing and the menu.  More of a heads up.  I hear good things about this place; especially for a chain; so I decided to stop by for lunch.  Unfortunatly; I also decided to leave before I ordered.  Two reasons.  First is price.  A plain burger is $4.  With cheese and goodies you are running up towards $6; which doesn't include fries.  All in all you are looking at $10 - $12 for a \combo\"" meal which is something they don't offer.  I like to eat so I was looking for some sort of double but I didn't see one on the menu.  What I did see (second reason coming up...) is that they cook all meat WELL DONE.  If I'm going to spend that much for a burger and fries I would like to be able to order it how a burger should be cooked (which is meduim or medium rare if you didn't already know).  Recommend \""The Grind\"" or \""Delux\""; both a stones throw away; and both do burgers right.  For a burger and fries; either will run you about the same amount if you forgo the tea and get water.  Both are Local to boot.  There's my two cents.""",
XmDiFI8SuougNUi02ZCdwA,"I am updating my review and taking Five Guys down to one star after my most recent visit. I found that they had raised prices yet again and had reduced portion sizes. Few things anger me more as a consumer than this double hit in the wallet. Burgers appear to be smaller but the fries are noticeably smaller. The cups they use to hold the fries are about one third smaller and the \extra\"" fries they toss in have been cut by half. For the burger; fries and drink I had; the bill was just under $18. I can go to a sports bar I like in Scottsdale and have a selection of sandwiches with plentiful fries; a bottomless soft drink and with tip get out of there for less than my Five Guys bill AND have someone serve it to me on a plate. Raise prices OR shrink portion but don't do both. This tactic offends me and my wallet and I doubt if I will be back.""",
XmDiFI8SuougNUi02ZCdwA,Amazing Burgers... Bad Fries  I absolutely love the burgers here. Theyre very juicy; cooked just right and they have a wide aray of options for building your burger. Personally; I like putting the green chilli peppers on my burger. However; every time I order the overpriced fries her they always turn out soggy and greasy which is a big turn off for me. Although I often just order it to go and eat the burger at home with some chips or a side dish to complete the meal.   When you order you can expect to pay a pretty high price relative to other burger joints and the wait is longer than average.,
